state	gene	mean	sd	lower	upper
myofibroblast	Gene0063	1.14379466817334	0.835535740499861	0.183907136820637	2.12779636448652
myofibroblast	Gene0064	2.09291660210833	0.72716932891186	1.18128557564052	3.1927090468746
myofibroblast	Gene0065	0.45587402981941	0.433312617896382	0.119486770068617	1.17984351245676
myofibroblast	Gene0066	1.2135905705699	0.416575727621991	0.787541627085095	1.83006319492783
myofibroblast	Gene0067	1.79391936042634	1.49980340762413	0.232677422273356	4.07289282476004
myofibroblast	Gene0068	0.541052303695057	0.193985094873464	0.33112709766076	0.846902855267678
myofibroblast	Gene0069	2.23034649917326	0.84610650870214	0.933833571712443	3.25361035875046
myofibroblast	Gene0070	1.8674981973272	0.673597322287716	1.07099943864572	2.85217264853791
myofibroblast	Gene0071	1.4243532675209	1.07461425310954	0.120076218476179	2.92981702563107
myofibroblast	Gene0072	0.717307420465837	0.655338399874475	0.25218281902493	1.79212089191617
myofibroblast	Gene0073	0.925678888652196	0.700671073356502	0.278392900066848	2.0079496016405
myofibroblast	Gene0074	1.05969503022821	0.533783591185192	0.506279652365979	1.87936449011646
myofibroblast	Gene0075	0.814874624258212	0.745953468354552	0.0817740819778563	1.98363229828232
myofibroblast	Gene0076	2.29169937414764	0.905100566449039	1.21062883147158	3.42601707193752
myofibroblast	Gene0077	1.55206793983587	1.15627039942352	0.105348405626451	3.00029702758461
myofibroblast	Gene0078	0.995355392708026	0.703348292545784	0.28122925892519	1.92834473606881
myofibroblast	Gene0079	3.50666046421549	0.84592538323213	2.50146425253737	4.8171327265687
myofibroblast	Gene0080	2.07950848110279	0.695183040779753	1.37679289152432	3.11704201765877
myofibroblast	Gene0081	0.306526457875954	0.15978028297137	0.096523631536242	0.4903141980229
myofibroblast	Gene0082	0.606254417936454	0.784968875118947	0.0532836917915231	1.94256137630529
myofibroblast	Gene0083	0.804289784124444	0.644325239498524	0.279028436590944	1.88715325306639
myofibroblast	Gene0084	1.32275193131663	0.879072773987502	0.228160732434794	2.53218499548825
myofibroblast	Gene0085	0.432824090616992	0.429495842079758	0.0854978084416907	1.06871537703352
myofibroblast	Gene0086	0.848284266384052	0.86000174817168	0.16982259408569	2.16665277346998
