scenario	replicate	method	cell_id	true_entropy	pred_entropy	entropy_abs_error	scenario_label
rare_transition	2	marker_scoring	Cell000093	1.49197381229752	1.68713097081779	0.195157158520263	Rare
rare_transition	1	fibrodynmix_nb	Cell000104	1.36534724934941	1.651097109652	0.285749860302592	Rare
rare_transition	2	marker_scoring	Cell000029	1.48359552773458	1.73290601890979	0.249310491175213	Rare
continuous	3	marker_scoring	Cell000043	1.31256393574379	1.6121823779805	0.299618442236711	Continuous
rare_transition	3	fibrodynmix_vi	Cell000049	0.869923388643944	1.13061034505811	0.260686956414168	Rare
rare_transition	3	fibrodynmix_vi	Cell000056	1.50437218264202	1.70076079066381	0.196388608021786	Rare
rare_transition	3	marker_scoring	Cell000052	1.01182098277545	1.74845692262549	0.736635939850041	Rare
rare_transition	3	fibrodynmix_nb	Cell000084	1.27000166950808	1.32047209343358	0.0504704239254981	Rare
continuous	1	fibrodynmix_nb	Cell000078	1.56997498489465	1.47030133071325	0.0996736541813985	Continuous
continuous	3	fibrodynmix_vi	Cell000020	1.594927112654	1.53862607784501	0.0563010348089823	Continuous
continuous	3	marker_scoring	Cell000035	1.46478808670216	1.7483900689817	0.283601982279546	Continuous
rare_transition	3	fibrodynmix_vi	Cell000039	1.24921609921344	1.50395528079172	0.254739181578285	Rare
continuous	3	marker_scoring	Cell000087	1.44745281746538	1.74381737881808	0.296364561352702	Continuous
continuous	1	fibrodynmix_vi	Cell000081	1.32751061991338	1.59035107215922	0.262840452245833	Continuous
rare_transition	2	fibrodynmix_vi	Cell000089	1.19782724031423	1.64070533545196	0.442878095137722	Rare
continuous	1	fibrodynmix_nb	Cell000104	1.49762057546912	1.76708649532009	0.269465919850967	Continuous
continuous	2	fibrodynmix_vi	Cell000006	1.2605655499335	1.70207891422246	0.441513364288964	Continuous
continuous	3	fibrodynmix_nb	Cell000038	1.26373200028507	1.47227622714242	0.208544226857349	Continuous
continuous	2	fibrodynmix_nb	Cell000071	1.66071517520777	1.70851353774362	0.0477983625358456	Continuous
continuous	1	fibrodynmix_nb	Cell000077	1.15116587467325	1.41252790104422	0.261362026370975	Continuous
continuous	3	fibrodynmix_vi	Cell000066	1.61161687102373	1.35535892443612	0.256257946587611	Continuous
continuous	3	fibrodynmix_vi	Cell000053	1.27712920943967	1.57148951522821	0.294360305788546	Continuous
continuous	1	fibrodynmix_nb	Cell000091	1.62852492140507	1.65043098791308	0.0219060665080106	Continuous
rare_transition	1	fibrodynmix_nb	Cell000082	1.25986852142058	1.66892452566152	0.409056004240933	Rare
continuous	1	fibrodynmix_vi	Cell000035	1.52109555336523	1.77490759390663	0.253812040541394	Continuous
continuous	3	fibrodynmix_nb	Cell000069	1.59769430405009	1.64237797742895	0.0446836733788603	Continuous
rare_transition	1	marker_scoring	Cell000085	1.00808927655237	1.75088512834469	0.742795851792317	Rare
continuous	3	marker_scoring	Cell000052	0.994952824727997	1.58239560364364	0.587442778915642	Continuous
continuous	3	marker_scoring	Cell000030	1.57241858875581	1.69257555731369	0.12015696855788	Continuous
rare_transition	3	fibrodynmix_nb	Cell000007	1.19604859850218	1.6846315373093	0.488582938807122	Rare
rare_transition	2	fibrodynmix_nb	Cell000087	0.890022693350972	1.38647926804649	0.496456574695517	Rare
rare_transition	3	fibrodynmix_nb	Cell000060	1.48415466526219	1.7332786266977	0.249123961435514	Rare
continuous	2	fibrodynmix_nb	Cell000007	1.40885636187743	1.72956232488478	0.320705963007352	Continuous
continuous	3	fibrodynmix_vi	Cell000018	1.20433373548493	1.47661558750354	0.272281852018608	Continuous
rare_transition	2	marker_scoring	Cell000026	1.49163234720687	1.74638303856982	0.254750691362949	Rare
rare_transition	3	marker_scoring	Cell000016	0.923755439710279	1.75289267067123	0.829137230960953	Rare
continuous	2	fibrodynmix_vi	Cell000090	1.50101834719523	1.75333314337313	0.252314796177899	Continuous
rare_transition	1	fibrodynmix_vi	Cell000069	1.38926292638962	1.53498978622593	0.145726859836312	Rare
rare_transition	1	marker_scoring	Cell000052	1.03109299876913	1.75740163209201	0.726308633322875	Rare
