scenario	replicate	method	cell_id	is_transition	entropy_score	auroc	auprc	transition_class
rare_transition	3	marker_scoring	Cell000048	FALSE	1.72846815415475	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000049	FALSE	1.6435844593165	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000050	FALSE	1.75228559918739	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000051	FALSE	1.78000868301411	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000052	FALSE	1.74845692262549	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000053	FALSE	1.77199389981825	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000054	FALSE	1.73510800174037	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000055	FALSE	1.76128059584018	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000056	FALSE	1.77576974038719	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000057	FALSE	1.75195725731427	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000058	FALSE	1.7277253248798	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000059	FALSE	1.73438036930904	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000060	FALSE	1.76875534223721	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000061	FALSE	1.78604463391659	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000062	FALSE	1.74500827657618	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000063	FALSE	1.77885901756827	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000064	FALSE	1.76830512451905	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000065	FALSE	1.77836848608386	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000066	FALSE	1.77335869613594	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000067	FALSE	1.76222897243598	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000068	FALSE	1.76935184193864	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000069	TRUE	1.77944134066871	0.598039215686274	0.0961160979543333	Rare transition
rare_transition	3	marker_scoring	Cell000070	FALSE	1.77652829770425	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000071	FALSE	1.75571324931047	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000072	FALSE	1.75750970951032	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000073	FALSE	1.7771365029011	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000074	FALSE	1.69506997969874	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000075	FALSE	1.75540707789303	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000076	FALSE	1.75267753740509	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000077	FALSE	1.7533042135637	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000078	FALSE	1.73129275331976	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000079	FALSE	1.74602975487097	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000080	FALSE	1.76880449853396	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000081	FALSE	1.76854371720853	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000082	TRUE	1.77520298833034	0.598039215686274	0.0961160979543333	Rare transition
rare_transition	3	marker_scoring	Cell000083	FALSE	1.76521857100026	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000084	FALSE	1.70996615251724	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000085	FALSE	1.74016416655771	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000086	FALSE	1.76682558720529	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000087	FALSE	1.72494446442118	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000088	FALSE	1.65584911850077	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000089	FALSE	1.5753265059007	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000090	FALSE	1.6729891919774	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000091	FALSE	1.73614826888963	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000092	FALSE	1.76280850649344	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000093	FALSE	1.7433670707101	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000094	TRUE	1.73816389776508	0.598039215686274	0.0961160979543333	Rare transition
rare_transition	3	marker_scoring	Cell000095	FALSE	1.70894404779057	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000096	FALSE	1.75399670441403	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000097	FALSE	1.76601461023178	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000098	FALSE	1.6957282057805	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000099	FALSE	1.75402243761298	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000100	FALSE	1.75692127315737	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000101	FALSE	1.77926747642445	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000102	FALSE	1.76801130829288	0.598039215686274	0.0961160979543333	Other cells
